-0.002756,-0.055635,0.219432,0.237270,0.224146,0.069484,0.308282,0.146525,0.476650,0.091252,-0.061074,0.113624,-0.038082,0.304504,-0.052790,0.253271,0.368068,0.157212,0.294360,-0.123597,-0.150978,0.030934,0.337423,0.138513,0.076739,-0.096522,0.148442,0.103044,-0.123753,-0.022494,0.371185,0.271238,0.202116,0.318632,-0.015559,0.249759,0.042847,0.118477,-0.025929,0.247715,0.478675,0.107366,0.023511,-0.011224,-0.056711,-0.206294,-0.140589,0.326389,0.258755,0.107474,0.083630,0.250308,0.150617,0.473715,0.344333,-0.031212,-0.065297,0.431670,0.230737,0.037447,0.211530,-0.062289,-0.077927,0.314343,-0.092117,-0.005348,0.662617,0.161496,0.023978,0.203136,0.235804,0.512562,0.252761,0.350429,-0.082746,0.031203,-0.008250,-0.086121,0.480232,0.112502,0.232432,-0.000642,0.166733,-0.174959,0.129852,0.513364,0.270587,0.121806,-0.149301,0.335828,0.140053,0.398908,0.162944,0.229127,0.215207,0.140629,-0.060965,0.331257,0.126643,0.164377
0.311104,0.095092,0.068961,0.422890,-0.047886,-0.015272,0.279082,0.351210,0.483153,0.716056,0.434305,0.534922,0.131294,0.273572,0.445766,0.463676,0.361139,0.081526,0.382734,0.331763,-0.103939,0.498699,0.430619,-0.047272,0.092237,0.495190,0.478521,0.313701,0.041815,0.230752,0.213152,0.516418,0.430075,0.114536,0.311907,0.364817,0.086364,0.322587,0.487021,0.272665,0.467028,0.321553,0.349005,0.362738,0.581096,0.024069,0.618947,0.484916,0.250797,0.683536,0.605027,0.410381,0.339730,0.191011,0.339059,0.676795,-0.136279,0.463240,-0.039695,0.398374,0.232068,0.457092,0.648588,0.474966,0.498601,0.358603,0.399751,0.513778,0.024420,0.282918,0.390494,-0.025000,0.590411,0.572570,0.401406,-0.058536,0.385814,0.449534,0.490989,0.605184,0.440579,0.521540,0.132390,-0.060802,0.600039,0.188597,0.575081,0.252327,-0.017856,0.403685,0.511116,0.577981,-0.007537,0.337330,0.551502,0.328299,0.036326,0.402130,0.299815,0.309160
0.703006,-0.139817,0.282245,0.465315,-0.091651,-0.077930,0.296182,0.720553,0.281278,0.886825,0.515009,0.320600,-0.196797,0.504455,0.667041,0.524369,0.439619,-0.124028,0.180663,0.627167,0.094617,0.424372,0.637152,-0.111366,-0.200718,0.799122,0.828991,0.508995,0.049828,0.472744,0.110185,0.046509,0.784441,0.292582,0.383995,0.650445,-0.017803,0.739374,0.549292,0.785340,0.187051,0.633560,0.594137,0.430119,0.905404,-0.117714,0.723537,0.432094,0.637583,0.809783,0.564979,0.791348,0.478040,0.150120,0.213118,0.567792,-0.069891,0.179592,0.160516,0.648472,0.127267,0.311002,0.779736,0.473918,0.549850,0.490191,-0.101869,0.632799,-0.195855,0.692795,0.499817,-0.472725,0.643953,0.339709,0.786691,-0.225054,0.632041,0.431251,0.049994,0.618046,0.176034,0.530236,0.050668,0.025705,0.813399,0.176135,0.626680,0.697644,0.125670,0.611528,0.735813,0.651088,0.014201,0.429044,0.809891,0.696418,-0.091867,0.217289,0.567479,0.525793
0.663103,-0.032196,0.194282,0.331960,0.020939,-0.143069,0.257603,0.445542,0.335956,0.680741,0.234893,0.412986,-0.227934,0.580050,0.236312,0.754144,0.480367,-0.188487,0.253710,0.656688,-0.105595,0.305994,0.351026,0.050298,-0.229108,0.284313,0.515497,0.200977,-0.176360,0.231087,0.078735,0.124945,0.310799,0.212482,0.329134,0.252272,0.126384,0.371117,0.376715,0.319484,0.497712,0.458938,0.448405,0.286127,0.538477,-0.002355,0.322474,0.811511,0.564785,0.495613,0.609458,0.336518,0.513463,0.522848,0.308562,0.672222,-0.049087,0.126644,-0.116838,0.355253,0.402900,0.603528,0.353401,0.545833,0.240252,0.237077,0.127159,0.271275,-0.062304,0.501090,0.367146,-0.027065,0.569798,0.375355,0.658039,0.224214,0.242361,0.243969,0.363387,0.511110,0.530354,0.245632,0.022932,-0.174145,0.603791,0.423978,0.438448,0.487150,0.162873,0.381377,0.250643,0.690038,0.071643,0.567830,0.659412,0.397759,0.163058,0.096615,0.521864,0.209262
0.761008,-0.085717,0.138446,0.893740,-0.056540,0.098912,0.731317,0.887402,0.261408,0.735205,0.576692,0.631669,0.216115,0.568839,0.557067,0.515108,0.450393,0.091895,0.367286,0.640559,-0.138249,0.834975,0.981389,-0.076996,0.002123,1.029089,0.897502,0.777324,-0.098694,0.942641,0.133393,-0.329065,0.768180,0.490505,0.621342,1.002197,0.179986,0.733409,0.803912,0.788453,0.122595,0.616717,0.806229,0.559067,0.997020,0.225221,0.932540,0.422057,0.865190,0.894054,0.866471,0.862139,0.632371,0.238902,0.723868,0.702332,-0.136299,0.352900,0.156815,0.692721,-0.303093,0.556775,0.692328,0.618612,0.503560,0.810641,-0.762231,0.709831,-0.126567,0.693165,0.729456,-0.756219,0.858556,0.553951,0.899501,-0.107571,0.832706,0.668409,-0.307799,0.962555,0.228990,0.500889,-0.046726,-0.135411,0.807779,-0.059218,0.762556,0.815579,0.153033,0.945000,0.696887,0.580467,0.230205,0.391201,0.838016,0.964950,-0.186692,0.361008,0.589553,0.737268
1.308701,0.122014,0.748495,1.207016,0.012395,-0.106895,0.953205,1.411375,0.429340,1.431214,1.218073,0.967740,-0.155888,0.905518,1.093284,1.220296,1.218919,-0.026423,0.805997,1.259559,-0.070944,1.479687,1.051796,0.029284,0.116362,1.468533,1.093438,1.108091,0.014264,1.034699,0.212804,-0.128688,1.483123,0.623246,0.806546,1.470270,0.117783,1.179203,1.195101,1.489166,0.222868,1.395077,1.455544,1.327001,1.601954,-0.004894,1.492035,1.434662,1.068559,1.345017,1.245816,1.126009,1.258596,0.183782,0.967658,1.526160,-0.031666,0.504796,-0.001106,1.303745,-0.370217,0.964922,1.320901,1.320503,1.191389,1.319898,-0.872391,1.244946,0.224748,1.539979,1.286872,-0.884715,1.253046,0.876213,1.337783,-0.079062,1.438460,0.989001,-0.295975,1.262302,0.000449,1.281623,0.077072,0.107749,1.240353,0.107729,1.324818,1.120569,-0.227169,1.119381,1.116192,1.414972,-0.043744,1.316642,1.138286,1.099423,0.218509,0.642295,1.228844,1.073274
0.530162,0.081703,0.457418,0.155591,0.104795,0.016938,0.142449,0.510688,0.180090,0.113052,0.100896,0.131281,-0.147635,0.104128,0.417223,0.262015,0.170173,-0.042347,0.276883,0.464617,0.036639,0.231222,0.290962,0.169398,-0.173187,0.108725,0.087588,0.198909,0.048143,0.354217,0.467048,0.207398,0.264939,0.083441,0.262465,0.037265,0.035901,0.073460,0.329539,0.342109,0.402972,0.347734,0.447931,0.019263,0.131536,-0.010385,0.302136,0.407035,0.396396,0.184426,0.326087,0.129315,0.046350,0.403385,0.371318,0.545495,0.203492,0.084364,-0.208671,0.356117,0.194013,0.534733,0.459854,0.195187,0.301971,0.492693,0.164957,0.161509,-0.123525,0.174234,0.223344,0.120004,0.306959,0.301659,0.402235,0.091936,0.421238,0.330849,0.478840,0.248912,0.373213,0.049799,-0.045131,-0.032940,0.486223,0.337644,0.177866,0.185746,-0.056532,0.303080,0.047222,0.197343,0.172832,0.495368,0.437782,0.443649,0.067797,0.066999,0.051590,0.264906
0.000197,-0.220141,0.172904,0.000271,-0.223583,-0.172678,0.129838,-0.000595,0.170056,0.003270,0.000263,0.006713,-0.215589,0.138082,0.071013,-0.149822,0.171403,-0.199251,0.030743,-0.000724,-0.174144,-0.000622,0.005171,-0.075158,-0.192053,-0.001122,-0.001193,0.001078,-0.212830,0.001019,0.182789,0.190118,0.000200,0.121900,0.158233,0.022318,-0.097357,-0.000128,0.011472,0.000269,0.121906,0.000060,-0.000001,-0.048022,-0.000365,-0.008927,-0.000708,-0.191423,0.001098,0.000053,0.000419,0.000276,0.083017,0.190894,0.000556,-0.153488,-0.204209,0.019163,-0.232121,0.149851,0.172820,-0.050115,-0.000081,0.000442,0.066964,-0.063119,0.158992,0.012384,-0.011411,-0.000943,-0.136606,0.349652,0.074034,0.036219,-0.000222,-0.186276,0.000224,0.125479,0.217498,-0.000012,0.163955,0.060133,-0.121697,-0.137294,-0.000318,0.167663,0.000312,0.000372,-0.125442,-0.000127,-0.000862,0.000062,-0.124556,-0.185261,0.000239,0.002727,-0.176342,0.124032,-0.000520,0.063836
0.308989,-0.003366,0.171163,0.245028,-0.199489,-0.189335,0.203657,0.199846,0.315339,-0.168899,0.320253,0.170287,-0.020870,0.256338,0.192843,0.182818,0.395265,-0.081769,0.112926,0.167793,-0.187638,0.298884,0.153851,-0.023257,-0.162810,0.051328,0.313930,0.274832,-0.183816,0.022663,0.392124,0.466308,0.072287,0.382742,0.287313,0.029028,-0.112588,0.290249,0.297053,0.052243,0.340348,0.288082,0.172519,0.152625,-0.023828,-0.163088,0.145065,0.276806,0.327446,0.095937,0.343944,0.048970,0.322096,0.156649,0.381070,0.140485,0.043544,0.172736,-0.129390,0.127445,0.107958,-0.028899,0.058388,0.316308,0.107524,-0.085855,0.459939,0.299602,-0.055814,0.103535,0.290710,0.285389,-0.082426,0.374990,0.248360,-0.040634,0.260941,0.055219,0.135434,0.304576,0.506283,0.288895,-0.003261,-0.151071,0.277811,0.052796,0.001064,0.139610,-0.084021,0.363201,0.197554,0.297347,0.029976,0.289867,-0.014687,0.298863,0.083223,0.155977,0.307561,0.126172
-0.139324,-0.182614,0.328649,-0.074999,0.130883,-0.040333,0.124298,-0.127385,0.013385,0.110278,0.057318,0.282268,0.078112,0.166350,-0.096925,0.214148,-0.112654,-0.006910,0.110054,-0.194720,-0.173320,-0.171712,0.127308,-0.181250,0.008373,-0.080755,0.045004,0.026184,0.205176,0.236540,0.047099,0.215889,0.018672,0.124797,0.270016,0.077520,-0.189516,-0.021042,-0.079759,0.122124,-0.047229,0.019784,0.010880,-0.152009,-0.133837,0.062164,-0.116631,0.333837,0.102021,0.122752,0.092147,-0.038946,0.151274,0.200542,-0.022070,0.220728,-0.176158,0.322462,0.101596,0.182321,0.211564,0.243369,-0.030382,-0.002749,0.013371,0.069171,0.162773,0.213416,-0.165492,-0.189908,-0.041999,0.491396,0.147021,0.151418,0.152531,-0.130355,0.175351,-0.106183,0.288057,0.219553,0.287046,0.234379,0.003668,-0.220971,0.040305,0.018861,-0.059284,0.040767,-0.181976,0.095367,-0.221732,0.263788,-0.048688,0.256526,0.263673,-0.018401,-0.081709,0.381209,-0.095079,0.269377
